Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
0	75	75
175	185	10
315	325	10
695	705	10
1044	1084	40
1124	1154	30
3473	3493	20
3913	3933	20
4442	4532	90
4592	4612	20
4632	4642	10
4672	4692	20
4732	4742	10
4942	4962	20
5152	5182	30
5442	5452	10
5632	5662	30
5842	5871	30
6051	6081	30
6261	6291	30
6671	6711	40
6941	6971	30
7031	7061	30
7600	7620	20
7860	7900	40
9160	9180	20
9549	9599	50
9609	9639	30
9739	9769	30
9989	10019	30
10229	10239	10
10359	10389	30
11788	11868	80
12408	12438	30
12777	12827	50
12927	12967	40
12987	13017	30
13237	13247	10
13607	13657	50
13927	13957	30
14107	14137	30
14326	14356	30
14516	14576	60
14746	14776	30
15136	15156	20
15376	15396	20
15556	15596	40
16085	16115	30
16635	16675	40
16875	16925	50
18304	18334	30
18424	18444	20
18454	18534	80
18784	18814	30
19124	19213	90
19223	19283	60
19293	19313	20
19433	19453	20
20543	20623	80
20663	20673	10
20922	20932	10
21162	21202	40
22342	22362	20
22711	22741	30
23141	23181	40
23221	23271	50
23301	23361	60
23541	23561	20
23871	23891	20
24101	24121	20
24350	24370	20
24650	24670	20
24940	24980	40
25240	25260	20
25600	25620	20
26449	26469	20
27449	27489	40
27768	27778	10
27938	27948	10
28138	28158	20
28438	28468	30
28758	28788	30
28978	28998	20
29158	29178	20
29417	29457	40
29897	29927	30
30077	30117	40
30387	30407	20
30667	30697	30
30946	30976	30
31676	31706	30
31886	31906	20
32076	32116	40
32336	32386	50
33035	33075	40
33195	33245	50
33265	33275	10
33295	33315	20
33475	33505	30
33835	33865	30
34184	34274	90
34294	34314	20
34344	34364	20
34374	34384	10
34674	34714	40
35174	35204	30
35933	35953	20
36083	36103	20
36803	36873	70
36893	36933	40
37393	37413	20
37652	37692	40
37752	37772	20
37792	37842	50
38292	38322	30
38712	38742	30
39931	39961	30
40251	40271	20
40351	40381	30
40421	40431	10
40591	40621	30
41120	41150	30
41560	41580	20
41910	41940	30
42519	42549	30
42789	42809	20
42979	43009	30
43529	43549	20
43699	43729	30
43739	43779	40
44139	44159	20
44318	44338	20
44498	44528	30
44988	45068	80
45128	45138	10
45578	45608	30
45848	45867	20
46647	46657	10
47027	47047	20
47357	47407	50
47457	47507	50
47956	47966	10
48356	48386	30
48616	48666	50
48696	48726	30
48796	48826	30
49006	49036	30
49195	49255	60
49375	49425	50
49625	49675	50
50025	50065	40
50245	50255	10
50505	50535	30
50785	50805	20
51104	51154	50
51484	51544	60
51764	51774	10
51864	51894	30
52014	52034	20
52174	52204	30
52783	52803	20
52993	53013	20
53323	53343	20
53523	53553	30
53783	53813	30
54043	54073	30
54292	54322	30
55212	55242	30
55881	55901	20
56101	56111	10
56321	56351	30
56611	56631	20
56861	56891	30
57111	57131	20
57451	57471	20
57700	57720	20
58040	58080	40
58170	58190	20
58240	58270	30
58290	58300	10
58510	58540	30
58750	58840	90
58850	58880	30
59140	59150	10
59199	59229	30
59449	59469	20
59629	59659	30
59889	59929	40
60479	60489	10
61028	61038	10
61268	61308	40
61498	61528	30
61838	61868	30
63367	63397	30
63447	63487	40
63577	63597	20
64326	64346	20
65196	65226	30
65516	65636	120
65656	65676	20
65726	65736	10
65875	65925	50
66255	66285	30
66555	66585	30
67944	67984	40
68354	68364	10
68744	68764	20
68884	68914	30
69074	69114	40
70213	70293	80
70323	70343	20
70533	70543	10
70753	70763	10
71632	71652	20
71932	71962	30
71972	71982	10
71992	72002	10
72012	72032	20
72172	72202	30
72362	72372	10
72551	72591	40
73151	73201	50
73361	73401	40
74760	74780	20
75040	75080	40
76119	76149	30
76209	76289	80
76329	76339	10
76499	76519	20
76669	76709	40
76999	77039	40
78488	78518	30
78718	78728	10
79058	79078	20
79337	79427	90
79607	79617	10
79857	79887	30
81096	81136	40
81206	81246	40
81256	81266	10
81786	81796	10
81976	81996	20
82705	82735	30
83585	83615	30
83815	83855	40
83945	84015	70
84035	84075	40
84314	84344	30
84414	84444	30
84844	84894	50
85154	85194	40
85204	85244	40
85254	85304	50
85724	85814	90
86513	86533	20
86583	86593	10
86703	86723	20
86753	86773	20
86963	87023	60
87093	87133	40
87642	87662	20
87722	87822	100
87992	88002	10
88102	88122	20
88132	88202	70
88252	88282	30
88562	88572	10
89052	89072	20
89092	89191	100
89481	89501	20
89771	89831	60
89891	89941	50
89971	90101	130
90111	90141	30
90441	90451	10
91560	91630	70
91650	91660	10
91690	91700	10
91940	91950	10
92190	92210	20
92979	93009	30
93249	93319	70
93539	93579	40
93709	93719	10
93999	94009	10
94238	94278	40
94428	94438	10
94718	94818	100
94868	94878	10
95748	95768	20
95867	95977	110
95997	96037	40
96267	96297	30
96457	96537	80
96557	96617	60
96627	96657	30
96697	96717	20
96927	96957	30
97217	97247	30
97576	97626	50
98486	98496	10
99116	99185	70
99215	99225	10
99565	99595	30
100185	100215	30
100495	100525	30
102124	102144	20
102404	102434	30
102683	102723	40
103323	103343	20
103723	103743	20
104013	104043	30
104462	104482	20
104932	104992	60
105102	105152	50
105172	105192	20
105282	105302	20
105911	105931	20
