Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]
615	735	120	1150.0	316.0
1374	1504	130	586.0	548.0
1554	1734	180	853.0	605.0
1864	2074	210	906.0	820.0
2174	2484	310	881.0	588.0
2514	3013	500	928.0	649.0
3063	3833	770	878.0	688.0
3863	4702	840	753.0	681.0
4732	4882	150	840.0	656.0
5052	5172	120	1154.0	381.0
5202	5432	230	1069.0	524.0
5512	5672	160	1173.0	525.0
5722	5852	130	1131.0	736.0
5872	6041	170	1176.0	743.0
6081	6731	650	1098.0	543.0
6841	7131	290	1351.0	661.0
7411	7750	340	705.0	669.0
7840	8270	430	930.0	873.0
8300	8410	110	709.0	810.0
8450	8630	180	701.0	806.0
8660	8890	230	955.0	782.0
8910	9409	500	966.0	831.0
9529	9889	360	888.0	887.0
9939	10009	70	923.0	614.0
10049	10129	80	869.0	882.0
10149	10259	110	823.0	855.0
10959	11158	200	1217.0	770.0
11168	11238	70	1230.0	764.0
11988	12158	170	661.0	420.0
12178	12448	270	679.0	402.0
12488	12638	150	932.0	647.0
12678	12907	230	734.0	401.0
12917	13047	130	714.0	438.0
13077	13327	250	500.0	440.0
13347	13547	200	457.0	357.0
13577	13767	190	478.0	191.0
13957	14287	330	606.0	204.0
14467	15116	650	507.0	408.0
15166	15246	80	491.0	565.0
15486	15756	270	634.0	332.0
16305	16585	280	618.0	502.0
16945	17075	130	827.0	700.0
17875	17994	120	684.0	868.0
18004	18404	400	727.0	753.0
18434	19164	730	819.0	691.0
19294	19464	170	1151.0	720.0
19564	19653	90	1047.0	628.0
19673	19863	190	955.0	576.0
19893	20063	170	1034.0	543.0
20083	20363	280	928.0	569.0
20393	20523	130	1125.0	546.0
20683	21912	1229	853.0	642.0
22142	22252	110	1107.0	300.0
22272	22462	190	1135.0	320.0
22752	23761	1009	592.0	610.0
23781	24051	270	647.0	606.0
24081	24321	240	517.0	613.0
24361	24541	180	539.0	386.0
24551	24681	130	511.0	347.0
24701	24900	200	661.0	294.0
24930	25080	150	694.0	514.0
25160	25360	200	1291.0	796.0
25390	25610	220	1311.0	775.0
25630	25790	160	1229.0	746.0
25810	26130	320	1290.0	706.0
26150	26420	270	1219.0	748.0
26719	28648	1929	835.0	600.0
28658	29838	1179	894.0	460.0
29857	30647	790	898.0	512.0
30657	34065	3408	801.0	572.0
34165	34245	80	742.0	589.0
34475	34695	220	1207.0	422.0
34735	34984	250	942.0	350.0
35024	35284	260	1072.0	600.0
35324	35544	220	1083.0	384.0
35654	35914	260	1025.0	271.0
35934	36324	390	1055.0	287.0
36494	36634	140	953.0	698.0
36654	36753	100	885.0	716.0
36783	36993	210	852.0	584.0
37033	37133	100	867.0	590.0
37263	37493	230	691.0	788.0
37513	37623	110	666.0	791.0
37713	37923	210	1192.0	767.0
37973	38333	360	720.0	721.0
38363	38552	190	828.0	900.0
38582	38862	280	959.0	859.0
38902	39252	350	775.0	640.0
39282	40381	1099	827.0	822.0
40621	40881	260	750.0	642.0
40921	41161	240	904.0	863.0
41171	41341	170	957.0	873.0
41461	41531	70	792.0	752.0
41800	42020	220	443.0	403.0
42040	42640	600	559.0	394.0
43110	43190	80	1264.0	692.0
43210	43380	170	1146.0	597.0
43609	43689	80	715.0	833.0
43719	44079	360	725.0	848.0
44179	44559	380	881.0	809.0
44659	44879	220	849.0	775.0
44919	45109	190	844.0	760.0
45179	45318	140	792.0	630.0
45328	45578	250	745.0	677.0
45658	45758	100	919.0	759.0
45818	46368	550	864.0	635.0
46518	46748	230	1144.0	523.0
46768	47227	460	1089.0	525.0
47257	47407	150	1046.0	389.0
47427	47577	150	963.0	394.0
47607	47717	110	870.0	412.0
47757	47897	140	1186.0	688.0
47987	48077	90	1118.0	878.0
48097	48237	140	1224.0	751.0
48507	48736	230	701.0	647.0
48766	49086	320	783.0	836.0
49256	49446	190	791.0	642.0
49476	49876	400	903.0	829.0
49896	50056	160	809.0	833.0
50126	50545	420	798.0	616.0
