,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant01,477.33333333333576,0.0,0.5050276027679769,9.0,33.5
Mean participant02,538.1571428571422,0.0,0.466373983675908,8.5,40.0
Mean group_difficult,507.74523809523896,0.0,0.48570079322194243,8.75,36.75
Standard Deviation group_difficult,43.00892817188242,0.0,0.027332236177403706,0.3535533905932738,4.596194077712559
