,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant01,856.330555555556,1.0501650569516434,0.4943729484055926,19.0,154.0
Mean participant02,934.2333333333328,0.745610639729252,0.4077130178032179,14.5,126.0
Mean group_difficult,895.2819444444444,0.8978878483404478,0.45104298310440527,16.75,140.0
Standard Deviation group_difficult,55.08558243993466,0.21535249365827,0.061277824586094765,3.181980515339464,19.79898987322333
