,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant01,671.9943181818185,0.0,0.18789184281180193,9.5,59.5
Mean participant02,710.3124999999998,0.0,0.30236556944893056,9.0,60.5
Mean group_difficult,691.1534090909091,0.0,0.24512870613036625,9.25,60.0
Standard Deviation group_difficult,27.09504620637507,0.0,0.08094514837280876,0.3535533905932738,0.7071067811865476
