,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant02,388.5875000000005,0.0,0.500420970950124,13.0,46.0
Mean participant01,372.39075630252,0.0,0.5245892363916002,15.5,54.0
Mean group_difficult,380.4891281512603,0.0,0.5125051036708621,14.25,50.0
Standard Deviation group_difficult,11.452827301628925,0.0,0.01708954438318424,1.7677669529663689,5.656854249492381
