,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean participant01,2119.8166666666666,0.9533207254058854,0.22531894559696314,5.5,103.0
Mean participant02,2915.166666666666,0.2761268966428339,0.3148247908130153,3.0,83.0
Mean group_difficult,2517.4916666666663,0.6147238110243597,0.2700718682049892,4.25,93.0
Standard Deviation group_difficult,562.3973784167201,0.4788483484960354,0.06329019010810398,1.7677669529663689,14.142135623730951
