,Average Dwelltime [ms],Normalised Gaze Transition Entropy,Normalised Stationary Gaze Entropy,Total Dwells,Total Hits
Mean group_difficult,895.2819444444444,0.8978878483404478,0.45104298310440527,16.75,140.0
Mean group_easy,841.5029586834728,0.7102840141058351,0.45039809003822434,17.25,133.25
Mean All Groups,868.3924515639586,0.8040859312231414,0.45072053657131483,17.0,136.625
Standard Deviation All Groups,38.02748551691783,0.1326559433638916,0.00045600826023672013,0.3535533905932738,4.772970773009196
