Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
0	15	15
1844	1884	40
2194	2234	40
2254	2274	20
2294	2304	10
2334	2364	30
2494	2524	30
2563	2583	20
2663	2673	10
2703	2723	20
2823	2873	50
4013	4023	10
4442	4452	10
4942	4962	20
5242	5312	70
5462	5482	20
6481	6521	40
6621	6641	20
6651	6681	30
7990	8010	20
8670	8710	40
8890	8920	30
9060	9100	40
9300	9320	20
9399	9429	30
9559	9579	20
10319	10369	50
10399	10409	10
10869	10909	40
11038	11058	20
11138	11168	30
11178	11188	10
11528	11538	10
11968	11998	30
12408	12428	20
12957	12987	30
13157	13177	20
13347	13367	20
13727	13747	20
14377	14427	50
14556	14576	20
14766	14786	20
15506	15556	50
15586	15616	30
15876	15886	10
15966	15986	20
16575	16605	30
16635	16705	70
16715	16735	20
17225	17245	20
17455	17545	90
17795	17805	10
18804	18854	50
19024	19054	30
19184	19214	30
19763	19803	40
19913	19933	20
20143	20203	60
20473	20503	30
20653	20673	20
20803	20843	40
20993	21003	10
21183	21213	30
21752	21782	30
21902	21932	30
22052	22072	20
23031	23051	20
23211	23221	10
23671	23721	50
23741	23771	30
24251	24291	40
24401	24421	20
24521	24551	30
24571	24621	50
24820	24840	20
25170	25210	40
25310	25330	20
25360	25370	10
25460	25470	10
25650	25670	20
25770	25800	30
26100	26120	20
26919	26939	20
27089	27219	130
28138	28168	30
28178	28198	20
28218	28248	30
28308	28328	20
28418	28428	10
28668	28748	80
28788	28798	10
28818	28838	20
29038	29048	10
29178	29198	20
29518	29568	50
29588	29618	30
29737	29767	30
29817	29837	20
29847	29877	30
29937	29967	30
30027	30057	30
30167	30187	20
30287	30317	30
30487	30517	30
30607	30657	50
30927	30947	20
31237	31287	50
32776	32796	20
32946	32976	30
33155	33175	20
33245	33265	20
33365	33385	20
33845	33855	10
33865	33885	20
33935	33975	40
34395	34415	20
34904	34924	20
34984	35004	20
35314	35364	50
35594	35624	30
35904	35934	30
37503	37523	20
38053	38073	20
38432	38532	100
38552	38582	30
38672	38702	30
38782	38792	10
39252	39282	30
39472	39542	70
39582	39602	20
40461	40501	40
40511	40551	40
40571	40591	20
40801	40821	20
40891	40951	60
41351	41371	20
41411	41461	50
41481	41491	10
41611	41630	20
41670	41700	30
41740	41840	100
41860	41880	20
41890	41920	30
42020	42050	30
42070	42120	50
42150	42160	10
42220	42240	20
42250	42260	10
43919	43959	40
44149	44249	100
44389	44419	30
44439	44469	30
44689	44699	10
44959	44979	20
45618	45648	30
46018	46038	20
46118	46138	20
46578	46598	20
46718	46747	30
46967	46997	30
47147	47177	30
47587	47617	30
48736	48756	20
49366	49416	50
49436	49486	50
49506	49546	40
49626	49656	30
49686	49706	20
