event_type	start_time	end_time	duration	saccade_amplitude
Fixation	0	175	175	
Fixation	255	934	680	
Fixation	954	1114	160	
Saccade	1114	1204	90	
Saccade	1644	1674	30	
Saccade	1684	1704	20	
Saccade	1724	1734	10	
Saccade	1764	1824	60	
Saccade	1954	1964	10	
Saccade	1974	2024	50	
Saccade	2044	2074	30	
Fixation	2094	2204	110	
Fixation	2224	2324	100	
Fixation	2344	2454	110	
Fixation	2474	2574	100	
Saccade	2574	2613	40	8.15
Fixation	2613	2723	110	
Fixation	2743	2853	110	
Saccade	2953	2983	30	
Fixation	2983	3113	130	
Saccade	3173	3203	30	
Fixation	3203	3403	200	
Fixation	3443	3543	100	
Fixation	3573	3803	230	
Saccade	3803	3833	30	9.01
Fixation	3833	3973	140	
Fixation	3993	4123	130	
Fixation	4143	4332	190	
Saccade	4332	4352	20	
Saccade	4382	4392	10	
Fixation	4392	4572	180	
Fixation	4592	4672	80	
Fixation	4692	4802	110	
Saccade	4842	4902	60	
Saccade	4922	4982	60	
Saccade	4992	5012	20	
Saccade	5042	5072	30	
Fixation	5112	5252	140	
Fixation	5272	5352	80	
Saccade	5352	5372	20	
Saccade	5412	5432	20	
Fixation	5432	5572	140	
Saccade	5572	5662	90	
Saccade	5672	5732	60	
Saccade	5742	5772	30	
Saccade	5782	5812	30	
Saccade	5862	5882	20	
Fixation	5882	6002	120	
Saccade	6002	6022	20	6.77
Fixation	6022	6141	120	
Saccade	6141	6161	20	3.8
Fixation	6161	7101	939	
Saccade	7101	7201	100	22.42
Fixation	7201	7501	300	
Saccade	7501	7521	20	7.72
Fixation	7521	8010	490	
Saccade	8010	8080	70	
Saccade	8090	8110	20	
Saccade	8130	8140	10	
Saccade	8170	8180	10	
Saccade	8220	8270	50	
Saccade	8280	8300	20	
Fixation	8300	8450	150	
Saccade	8450	8490	40	9.27
Fixation	8490	8650	160	
Saccade	8650	8670	20	
Saccade	8730	8760	30	
Fixation	8760	8840	80	
Saccade	8840	8970	130	
Saccade	8980	9080	100	
Fixation	9080	9310	230	
Saccade	9310	9320	10	
Saccade	9340	9440	100	
Saccade	9450	9470	20	
Saccade	9480	9519	40	
Fixation	9519	9919	400	
Saccade	9919	9939	20	1.53
Fixation	9939	10029	90	
Saccade	10029	10049	20	2.03
