Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
1164	1184	20
1194	1214	20
1464	1544	80
1564	1604	40
1614	1664	50
1734	1754	20
2214	2234	20
3003	3023	20
3253	3293	40
4053	4113	60
4143	4173	30
4213	4233	20
5302	5312	10
6071	6091	20
6761	6781	20
6801	6831	30
6851	6911	60
7031	7051	20
7181	7201	20
7331	7361	30
7461	7491	30
8670	8710	40
8720	8740	20
8830	8840	10
8990	9010	20
9020	9040	20
9140	9200	60
9220	9250	30
9409	9429	20
10039	10069	30
10109	10119	10
10129	10139	10
10219	10249	30
10319	10339	20
10619	10629	10
10959	10979	20
10999	11049	50
11128	11148	20
11178	11208	30
11498	11528	30
11718	11728	10
12328	12368	40
12568	12608	40
13027	13067	40
13237	13247	10
13587	13617	30
14017	14047	30
14307	14327	20
15606	15636	30
15756	15776	20
15946	15956	10
16465	16495	30
17065	17115	50
17175	17235	60
17265	17295	30
18214	18234	20
18984	19004	20
19144	19164	20
19184	19214	30
19314	19344	30
19404	19424	20
19654	19673	20
20133	20163	30
22202	22222	20
22932	23032	100
23072	23091	20
23221	23251	30
23301	23311	10
23681	23731	50
23761	23801	40
23821	23881	60
24011	24041	30
24281	24331	50
24661	24681	20
24721	24751	30
24970	24990	20
25140	25160	20
25180	25220	40
25670	25700	30
25750	25790	40
25820	25840	20
25880	25900	20
25910	25920	10
25980	26000	20
26250	26260	10
26879	26919	40
27359	27379	20
28398	28428	30
28568	28588	20
28598	28608	10
28618	28648	30
28738	28748	10
29338	29368	30
29568	29608	40
30047	30067	20
30087	30137	50
30197	30217	20
30267	30287	20
31347	31367	20
31447	31497	50
31617	31646	30
31786	31806	20
31996	32026	30
33895	33915	20
34095	34115	20
34205	34245	40
34265	34295	30
34385	34415	30
34485	34505	20
34535	34555	20
34575	34595	20
34685	34715	30
34825	34835	10
35674	35734	60
35754	35774	20
35814	35834	20
36244	36274	30
36773	36793	20
37233	37283	50
37303	37333	30
37433	37453	20
37463	37473	10
37583	37603	20
37703	37773	70
38253	38333	80
38363	38373	10
38393	38443	50
38492	38512	20
39312	39332	20
40281	40301	20
40661	40691	30
40731	40761	30
40781	40841	60
40861	40871	10
40941	40961	20
41251	41281	30
41521	41531	10
42770	42800	30
42820	42860	40
42900	42920	20
42960	43010	50
43130	43140	10
44619	44639	20
44719	44739	20
45029	45059	30
45219	45229	10
46518	46548	30
47737	47777	40
47797	47817	20
48017	48037	20
48237	48287	50
48347	48367	20
48467	48497	30
48587	48607	20
49506	49536	30
49566	49596	30
49716	49746	30
50036	50056	20
50396	50405	10
50925	50955	30
51355	51395	40
51605	51625	20
51875	51895	20
52294	52314	20
52974	52984	10
53354	53434	80
53564	53594	30
54143	54163	20
54203	54223	20
54613	54633	20
54973	55053	80
55113	55163	50
56312	56342	30
56372	56402	30
56432	56452	20
56482	56512	30
56872	56912	40
57222	57251	30
58631	58681	50
58711	58731	20
58751	58801	50
58861	58881	20
58931	58950	20
58990	59060	70
59070	59110	40
59170	59200	30
59540	59560	20
59580	59630	50
59680	59700	20
59780	59800	20
60060	60090	30
60580	60620	40
60739	60759	20
60839	60859	20
60899	60929	30
60949	60979	30
61019	61059	40
61159	61179	20
61219	61239	20
61269	61279	10
61499	61519	20
61969	61999	30
63868	63958	90
63978	64018	40
64107	64127	20
64437	64457	20
64567	64597	30
65836	65856	20
65966	65996	30
66146	66166	20
