Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
15	65	50
515	575	60
615	645	30
655	675	20
705	725	20
775	795	20
825	835	10
894	944	50
1034	1064	30
1074	1144	70
1154	1174	20
1394	1424	30
1434	1474	40
1714	1734	20
1874	1884	10
2004	2034	30
2054	2114	60
2134	2154	20
2753	2763	10
3053	3083	30
3593	3603	10
4033	4053	20
5032	5042	10
5762	5842	80
6201	6221	20
6731	6741	10
6761	6771	10
7391	7421	30
7561	7571	10
7581	7611	30
7651	7661	10
7691	7701	10
7950	7980	30
8250	8290	40
8360	8400	40
9110	9160	50
9629	9649	20
10049	10129	80
10329	10369	40
10429	10449	20
11368	11398	30
11408	11428	20
11438	11448	10
11688	11738	50
11788	11828	40
11848	11858	10
11868	11878	10
11988	12008	20
12158	12178	20
12338	12358	20
12368	12388	20
12408	12428	20
12608	12648	40
13487	13527	40
13567	13587	20
13607	13627	20
13807	13827	20
14077	14087	10
15006	15056	50
15466	15496	30
15506	15516	10
15686	15706	20
15996	16036	40
16046	16086	40
16216	16236	20
16286	16306	20
16326	16346	20
16366	16376	10
16456	16496	40
16566	16596	30
16645	16675	30
17005	17025	20
17045	17055	10
17065	17085	20
17285	17295	10
17565	17585	20
18055	18085	30
18305	18315	10
18614	18654	40
18994	19034	40
19174	19214	40
19744	19844	100
19984	19994	10
20343	20383	40
20563	20623	60
20633	20653	20
20663	20683	20
20713	20803	90
20903	20933	30
21123	21143	20
21273	21313	40
22432	22512	80
22562	22582	20
22692	22752	60
23032	23092	60
23681	23701	20
23851	23871	20
24121	24141	20
24231	24291	60
24301	24311	10
24601	24631	30
24751	24771	20
25001	25051	50
25181	25191	10
25251	25261	10
25370	25440	70
26100	26140	40
26550	26590	40
27799	27839	40
29138	29198	60
29458	29498	40
29538	29578	40
29608	29618	10
29998	30088	90
30188	30208	20
30218	30228	10
30278	30308	30
30418	30438	20
30458	30478	20
30518	30538	20
30548	30578	30
30587	30607	20
30667	30697	30
30867	30897	30
31097	31127	30
31137	31197	60
31227	31297	70
31527	31557	30
31787	31837	50
32157	32217	60
32386	32416	30
32446	32466	20
32486	32556	70
32566	32606	40
32616	32636	20
32716	32756	40
32846	32886	40
33486	33556	70
33586	33606	20
33656	33666	10
33836	33886	50
34075	34095	20
34195	34235	40
34555	34645	90
34665	34705	40
35924	35934	10
36014	36064	50
36094	36104	10
36804	36834	30
37404	37424	20
37554	37583	30
37753	37773	20
37893	37923	30
38233	38263	30
38353	38373	20
38773	38813	40
38883	38893	10
38913	38933	20
39003	39023	20
39183	39203	20
39343	39382	40
