Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]
35	195	160	944.0	246.0
275	545	270	929.0	200.0
585	695	110	944.0	201.0
735	984	250	890.0	212.0
1004	1134	130	856.0	210.0
2304	2404	100	1048.0	286.0
2534	2783	250	1043.0	383.0
2803	2953	150	1051.0	434.0
2973	3073	100	1034.0	439.0
3203	3313	110	932.0	316.0
3333	3463	130	954.0	328.0
3483	3723	240	977.0	341.0
3813	3983	170	916.0	362.0
3993	4133	140	948.0	359.0
4183	4362	180	792.0	364.0
4582	4712	130	1113.0	238.0
4872	5062	190	593.0	230.0
5172	5262	90	571.0	242.0
5432	5552	120	1125.0	198.0
5572	5672	100	1143.0	210.0
5822	5972	150	838.0	254.0
6141	6231	90	1077.0	288.0
6411	6521	110	677.0	355.0
6541	6721	180	670.0	297.0
6821	7011	190	830.0	441.0
7091	7171	80	682.0	399.0
7191	7281	90	698.0	405.0
7321	7411	90	883.0	411.0
7471	7621	150	869.0	450.0
7751	7900	150	819.0	528.0
7920	8160	240	777.0	540.0
8300	8480	180	1241.0	243.0
8500	8710	210	1128.0	277.0
8740	8860	120	980.0	323.0
8900	9010	110	942.0	313.0
9130	9280	150	1173.0	327.0
9470	9669	200	1214.0	366.0
9859	9939	80	681.0	373.0
10019	10119	100	825.0	323.0
10309	10549	240	515.0	361.0
10569	10679	110	602.0	356.0
10869	11019	150	767.0	277.0
11039	11248	210	855.0	304.0
11288	11398	110	835.0	248.0
11568	11948	380	893.0	210.0
12018	12118	100	875.0	349.0
12138	12268	130	783.0	394.0
12288	12608	320	752.0	402.0
12628	12698	70	726.0	331.0
12758	12838	80	720.0	352.0
12928	13097	170	770.0	383.0
13117	13367	250	744.0	444.0
13407	13547	140	770.0	455.0
13557	13947	390	732.0	436.0
13967	14077	110	749.0	423.0
14117	14347	230	787.0	455.0
14537	14627	90	1231.0	231.0
14686	14896	210	1089.0	304.0
15006	15216	210	1013.0	373.0
15236	15746	510	909.0	425.0
15786	15896	110	894.0	448.0
16066	16316	250	862.0	386.0
16615	16845	230	1128.0	444.0
16865	17055	190	1221.0	445.0
17325	17395	70	581.0	282.0
17575	17665	90	775.0	256.0
17705	17815	110	795.0	259.0
18045	18184	140	407.0	263.0
18254	18394	140	682.0	320.0
18524	18754	230	754.0	329.0
18834	18954	120	869.0	314.0
19004	19094	90	898.0	310.0
19174	19334	160	919.0	295.0
19454	19634	180	1004.0	523.0
19674	19764	90	951.0	478.0
19823	20193	370	850.0	384.0
20253	21033	780	835.0	370.0
21073	21263	190	820.0	390.0
21473	21552	80	1159.0	266.0
21642	21732	90	1055.0	272.0
21962	22032	70	1482.0	362.0
22342	22412	70	1004.0	338.0
22592	22722	130	642.0	367.0
22772	22922	150	620.0	382.0
23042	23202	160	1211.0	440.0
23321	23401	80	661.0	401.0
23421	23551	130	639.0	435.0
23741	23851	110	890.0	368.0
23991	24211	220	1009.0	815.0
24491	24671	180	766.0	280.0
24951	25080	130	932.0	208.0
25140	25350	210	878.0	249.0
25390	25500	110	892.0	303.0
25520	25630	110	912.0	334.0
25670	26020	350	902.0	375.0
26240	26310	70	1295.0	480.0
26400	26470	70	1183.0	442.0
26490	26600	110	1131.0	425.0
26640	26749	110	1105.0	419.0
26769	26879	110	1053.0	427.0
26899	27299	400	973.0	433.0
27469	27709	240	931.0	413.0
27769	27929	160	928.0	359.0
28019	28129	110	947.0	376.0
28149	28289	140	906.0	366.0
28508	28678	170	1429.0	588.0
28758	28938	180	1362.0	554.0
29038	29268	230	603.0	338.0
29438	29548	110	715.0	289.0
29868	29988	120	1399.0	487.0
30008	30088	80	1469.0	484.0
30247	30387	140	669.0	312.0
30407	30537	130	713.0	317.0
30667	30817	150	804.0	279.0
30837	30927	90	845.0	273.0
31407	31537	130	548.0	347.0
31577	31667	90	682.0	312.0
31687	31797	110	783.0	305.0
31816	31926	110	834.0	321.0
31966	32236	270	849.0	338.0
32256	32386	130	898.0	348.0
32406	32786	380	907.0	343.0
32806	33046	240	889.0	355.0
33066	33166	100	865.0	366.0
33486	33575	90	1256.0	456.0
33595	33725	130	1242.0	457.0
34195	34405	210	1193.0	278.0
34575	34715	140	714.0	400.0
35015	35245	230	1414.0	296.0
35284	35384	100	1447.0	316.0
35724	35794	70	533.0	441.0
36024	36104	80	633.0	279.0
36274	36384	110	713.0	330.0
36554	36634	80	704.0	268.0
37293	37393	100	913.0	433.0
37533	37703	170	827.0	473.0
37723	37803	80	881.0	482.0
37823	37953	130	906.0	498.0
37973	38093	120	878.0	552.0
38103	38233	130	842.0	516.0
38383	38623	240	869.0	537.0
38682	38922	240	909.0	504.0
38982	39362	380	870.0	522.0
39382	39532	150	888.0	538.0
39552	39782	230	932.0	560.0
39842	40052	210	905.0	562.0
40092	40222	130	878.0	566.0
40421	40651	230	1156.0	348.0
40671	40911	240	1029.0	351.0
40951	41311	360	966.0	394.0
41351	41631	280	914.0	436.0
41651	41771	120	892.0	446.0
41791	42071	280	876.0	465.0
42091	42240	150	861.0	479.0
42250	42450	200	865.0	396.0
42470	42630	160	841.0	402.0
42810	42980	170	1202.0	449.0
43000	43150	150	1132.0	396.0
43440	43530	90	608.0	394.0
43550	44029	480	726.0	376.0
44409	44669	260	706.0	337.0
44689	44759	70	826.0	305.0
44789	45039	250	722.0	326.0
45069	45229	160	810.0	294.0
45389	45519	130	832.0	371.0
45539	45758	220	749.0	398.0
45818	46018	200	761.0	381.0
46088	46328	240	779.0	405.0
46368	46538	170	799.0	426.0
46558	46628	70	818.0	459.0
46668	46888	220	812.0	479.0
47108	47208	100	1207.0	356.0
47597	47697	100	1268.0	354.0
47717	47887	170	1207.0	376.0
47907	48157	250	1171.0	404.0
48407	48517	110	744.0	405.0
48557	48857	300	788.0	396.0
48877	49066	190	710.0	428.0
49256	49436	180	940.0	413.0
49806	49916	110	709.0	440.0
50116	50236	120	991.0	794.0
50356	50486	130	979.0	681.0
50666	50905	240	636.0	330.0
51135	51265	130	762.0	246.0
51485	51605	120	785.0	428.0
51655	51735	80	840.0	312.0
51825	52015	190	800.0	286.0
52085	52285	200	782.0	342.0
52435	52564	130	727.0	251.0
52584	52704	120	722.0	276.0
52724	52984	260	704.0	332.0
53004	53094	90	702.0	383.0
53154	53394	240	741.0	350.0
53434	53664	230	776.0	393.0
53724	53994	270	789.0	434.0
54303	54413	110	1246.0	314.0
54433	54733	300	1121.0	315.0
54753	54963	210	1053.0	407.0
55003	55153	150	967.0	461.0
55163	55253	90	899.0	434.0
55273	55403	130	873.0	427.0
55423	55513	90	850.0	429.0
55533	55653	120	830.0	430.0
55673	56042	370	822.0	440.0
56082	56202	120	839.0	401.0
56222	56332	110	826.0	413.0
56372	56532	160	810.0	429.0
56552	56722	170	787.0	432.0
56922	57012	90	1117.0	677.0
57052	57132	80	1133.0	666.0
57242	57322	80	677.0	339.0
57402	57522	120	592.0	321.0
57542	57711	170	687.0	307.0
57791	57921	130	1188.0	607.0
58331	58481	150	526.0	346.0
58521	58651	130	555.0	318.0
58721	58901	180	643.0	295.0
58921	59151	230	823.0	307.0
59191	59261	70	900.0	380.0
59320	59410	90	862.0	392.0
59470	59570	100	980.0	272.0
59590	59700	110	929.0	314.0
59720	59830	110	883.0	335.0
60300	60480	180	798.0	463.0
60540	60650	110	833.0	342.0
60670	60800	130	799.0	378.0
60840	61049	210	779.0	419.0
61059	61269	210	796.0	480.0
61399	61479	80	797.0	378.0
61569	61639	70	768.0	349.0
61659	61779	120	765.0	442.0
61839	61969	130	657.0	437.0
62089	62199	110	776.0	445.0
62409	62599	190	1045.0	560.0
62758	62868	110	945.0	437.0
62908	63198	290	959.0	456.0
63318	63568	250	928.0	469.0
63588	63718	130	916.0	480.0
63738	63828	90	897.0	482.0
64118	64198	80	1285.0	538.0
64288	64507	220	982.0	504.0
64677	64797	120	1305.0	402.0
64837	65137	300	1166.0	356.0
65277	65347	70	619.0	506.0
65507	65627	120	712.0	422.0
65667	65767	100	811.0	405.0
65977	66047	70	861.0	403.0
66067	66176	110	898.0	402.0
66406	66486	80	958.0	869.0
67256	67396	140	635.0	436.0
67466	67686	220	671.0	448.0
67756	67826	70	651.0	479.0
67985	68105	120	788.0	348.0
68175	68265	90	703.0	512.0
68325	68405	80	755.0	522.0
68455	68535	80	780.0	532.0
68575	68715	140	844.0	558.0
68735	69005	270	869.0	582.0
69025	69415	390	865.0	597.0
69435	69505	70	867.0	618.0
69525	69634	110	868.0	627.0
69864	70034	170	929.0	484.0
70074	70164	90	916.0	483.0
70174	70254	80	921.0	533.0
70354	70594	240	888.0	520.0
71004	71084	80	882.0	122.0
71094	71204	110	847.0	176.0
71224	71314	90	848.0	196.0
71383	71573	190	888.0	191.0
71753	72003	250	887.0	220.0
72023	72163	140	930.0	202.0
72233	72353	120	984.0	163.0
72573	72833	260	976.0	282.0
73003	73512	510	994.0	226.0
73552	73672	120	982.0	214.0
73692	73802	110	964.0	201.0
73822	74821	999	938.0	198.0
74901	75041	140	928.0	183.0
75321	75901	580	922.0	190.0
75921	76041	120	911.0	203.0
76221	76550	330	907.0	214.0
76570	77260	690	919.0	186.0
77450	77600	150	917.0	207.0
77640	78319	680	919.0	229.0
