start_time	end_time	Block	Grid	IFU	Single Shape
1.514	1.804	1038.3	120.2	194.5	1600.0
1.934	2.314	1600.0	419.5	77.0	1600.0
2.334	2.494	693.0	500.9	134.0	1600.0
2.633	2.863	712.0	456.7	0.0	1600.0
2.883	3.013	767.0	421.2	0.0	1600.0
3.053	3.183	772.5	419.1	0.0	1600.0
3.203	3.293	772.8	410.2	0.0	1600.0
3.313	3.433	792.4	427.6	0.0	1600.0
3.453	3.843	1600.0	497.3	0.0	1600.0
3.863	3.993	1600.0	368.4	12.4	1600.0
4.013	4.083	1600.0	277.5	80.3	1600.0
4.173	4.322	1600.0	92.1	569.5	1600.0
4.662	4.902	1600.0	239.7	98.0	1600.0
5.002	5.092	1600.0	284.9	597.8	1600.0
5.112	5.262	1600.0	312.2	552.9	108.6
5.282	5.462	1600.0	116.9	549.7	2.0
5.482	6.211	962.6	428.8	270.5	0.0
6.231	6.511	807.9	594.8	1600.0	0.0
6.531	7.041	788.5	572.9	1600.0	0.0
7.351	7.491	1600.0	580.2	1600.0	0.0
7.511	8.03	1600.0	591.8	1600.0	0.0
8.05	8.23	528.0	741.5	120.0	84.9
8.32	8.45	0.0	1600.0	646.8	1600.0
8.7	8.86	0.0	1600.0	865.7	1600.0
8.92	9.3	0.0	1600.0	971.2	261.9
9.32	9.529	0.0	1600.0	1600.0	1600.0
9.729	9.859	0.0	1600.0	1012.1	1600.0
9.879	9.979	0.0	1600.0	988.9	1600.0
10.129	10.239	75.2	1600.0	797.9	1600.0
10.279	10.449	1600.0	531.1	191.8	1600.0
10.719	10.829	1600.0	367.8	0.0	1600.0
10.849	10.959	1600.0	328.8	63.1	1600.0
11.288	11.408	1600.0	0.0	765.0	1600.0
11.428	11.508	1600.0	0.0	674.3	1600.0
11.568	11.778	913.0	333.7	40.0	1600.0
12.028	12.098	756.2	620.4	0.0	1600.0
12.118	12.208	708.5	637.8	0.0	1600.0
12.318	12.498	161.0	1600.0	523.6	1600.0
12.728	12.897	25.0	1600.0	1071.8	1600.0
12.917	13.047	0.0	1600.0	1019.3	1600.0
13.067	13.197	0.0	1600.0	1060.7	575.8
13.217	13.307	3.6	1600.0	1600.0	503.6
13.327	13.407	2.0	1600.0	1600.0	440.0
13.467	13.987	0.0	1600.0	1600.0	336.5
14.037	14.167	0.0	1600.0	1600.0	327.2
15.346	15.476	25.5	1600.0	1600.0	112.7
15.596	15.676	14.4	1600.0	1600.0	631.6
15.716	15.826	0.0	1600.0	1600.0	563.8
16.096	16.205	0.0	1600.0	929.5	141.5
16.515	16.625	0.0	1600.0	949.7	104.0
16.645	16.775	0.0	1600.0	959.7	85.4
16.795	16.925	0.0	1600.0	989.3	49.8
16.945	17.055	22.8	1600.0	1029.1	1600.0
17.125	17.195	0.0	1600.0	959.9	1600.0
17.265	17.475	0.0	1600.0	859.6	1600.0
17.515	17.625	37.0	1600.0	684.5	1600.0
17.645	17.775	597.1	525.6	43.0	1600.0
18.234	18.314	1600.0	270.4	19.2	1600.0
18.334	18.474	1600.0	273.8	29.2	1600.0
18.594	18.744	958.7	97.6	251.2	1600.0
18.794	19.004	587.0	485.8	0.0	1600.0
19.044	19.154	630.1	485.9	0.0	1600.0
19.234	19.364	626.8	501.5	0.0	1600.0
19.454	19.583	772.1	472.0	0.0	1600.0
19.603	19.743	1600.0	145.1	298.4	1600.0
19.753	19.823	1600.0	81.8	365.0	1600.0
20.003	20.133	1600.0	0.0	544.8	1600.0
20.183	20.393	1600.0	68.9	236.9	1600.0
20.433	20.533	883.2	241.3	110.3	1600.0
20.753	20.953	1600.0	81.8	242.8	317.1
21.013	21.103	1600.0	48.0	282.4	199.0
21.282	21.542	910.3	229.1	48.8	165.5
21.562	21.692	183.1	1600.0	344.9	1600.0
21.982	22.052	46.0	1600.0	935.4	1600.0
22.112	22.212	96.0	1600.0	1023.7	775.5
22.232	22.322	65.0	1600.0	1032.2	657.0
22.362	22.612	0.0	1600.0	990.1	507.7
22.652	22.991	9.1	1600.0	985.5	642.7
23.051	23.361	42.7	1600.0	1600.0	571.0
23.381	23.571	0.0	1600.0	1600.0	309.4
23.651	23.741	0.0	1600.0	1600.0	185.3
23.761	23.861	0.0	1600.0	819.8	196.9
23.911	24.121	72.1	1600.0	833.9	63.3
24.311	24.561	0.0	1600.0	685.4	234.8
24.581	24.78	0.0	1600.0	631.8	179.0
24.96	25.11	0.0	1600.0	706.8	130.0
25.18	25.4	0.0	1600.0	695.8	1600.0
25.55	25.65	0.0	1600.0	696.0	1600.0
25.67	25.93	0.0	1600.0	686.2	1600.0
25.95	26.08	0.0	1600.0	704.0	1600.0
26.1	26.21	0.0	1600.0	712.6	1600.0
26.23	26.469	0.0	1600.0	728.3	1600.0
26.529	26.679	0.0	1600.0	749.1	1600.0
26.779	27.309	0.0	1600.0	756.7	1600.0
27.469	27.589	56.4	1600.0	737.6	1600.0
27.599	27.709	23.1	1600.0	745.8	1600.0
27.729	27.969	0.0	1600.0	772.9	1600.0
28.108	28.188	0.0	1600.0	783.2	176.8
28.208	28.278	20.0	1600.0	790.4	0.0
28.298	28.378	34.9	1600.0	750.2	0.0
28.428	28.518	8.1	1600.0	701.3	7.1
29.598	29.797	0.0	1600.0	783.0	38.9
29.817	29.897	0.0	1600.0	740.2	79.8
29.967	30.187	0.0	1600.0	730.8	54.5
30.227	30.497	0.0	1600.0	725.3	56.4
30.517	30.757	0.0	1600.0	724.9	36.2
30.787	31.047	0.0	1600.0	785.5	350.3
31.217	31.327	0.0	1600.0	753.3	97.8
31.486	31.746	107.7	1600.0	878.3	37.4
31.766	31.916	69.0	1600.0	827.3	62.1
33.175	33.265	299.4	1600.0	933.2	6.7
33.285	33.395	300.3	1600.0	900.0	25.3
33.485	33.895	288.2	1600.0	939.7	0.0
33.965	34.165	202.7	1600.0	784.2	60.1
34.235	34.365	186.1	1600.0	715.5	71.1
34.385	34.495	223.4	1600.0	752.0	26.4
34.815	34.944	295.2	1600.0	734.4	20.5
35.044	35.114	0.0	1600.0	809.4	480.7
35.134	35.214	0.0	1600.0	820.5	468.7
35.234	35.644	0.0	1600.0	900.3	458.3
35.664	35.774	29.7	1600.0	966.9	319.2
35.934	36.074	0.0	1600.0	911.0	311.4
