Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
2663	2683	20
3113	3123	10
3793	3823	30
3843	3893	50
4043	4063	20
4762	4822	60
4952	4972	20
5252	5272	20
5292	5372	80
5412	5432	20
5522	5542	20
7251	7331	80
7341	7371	30
7401	7471	70
7511	7541	30
7780	7800	20
8120	8130	10
8160	8230	70
8240	8250	10
8340	8360	20
8390	8410	20
8480	8510	30
8550	8570	20
8600	8630	30
8730	8750	20
8890	8910	20
8990	9010	20
9020	9040	20
9060	9110	50
9120	9190	70
9200	9270	70
9340	9370	30
9689	9709	20
9729	9809	80
9879	9889	10
10289	10299	10
10469	10509	40
10649	10669	20
10959	10989	30
11169	11179	10
11358	11388	30
11598	11628	30
11888	11938	50
12378	12398	20
13377	13437	60
13457	13487	30
13507	13537	30
13577	13597	20
13797	13837	40
14027	14037	10
15126	15146	20
15336	15356	20
15596	15626	30
15666	15716	50
15726	15756	30
15816	15846	30
15926	15946	20
16515	16645	130
16685	16725	40
16785	16815	30
17235	17285	50
17535	17595	60
18095	18125	30
18164	18194	30
18514	18544	30
19863	19903	40
20013	20063	50
20643	20673	30
20733	20753	20
21013	21043	30
21273	21303	30
25470	25490	20
25530	25610	80
25620	25630	10
25660	25700	40
25720	25770	50
25830	25850	20
25940	25960	20
26030	26050	20
26490	26520	30
26530	26560	30
26610	26640	30
27429	27459	30
27469	27489	20
27529	27549	20
27619	27639	20
27719	27739	20
27899	27929	30
27949	27969	20
28319	28359	40
28898	28918	20
29158	29188	30
30197	30227	30
30457	30487	30
30927	30947	20
30967	31007	40
31027	31047	20
31996	32086	90
32126	32146	20
32176	32206	30
32216	32246	30
32256	32276	20
32316	32356	40
32446	32476	30
32746	32776	30
33546	33576	30
33865	33885	20
33945	33985	40
34065	34085	20
34105	34115	10
34125	34155	30
34365	34385	20
34535	34555	20
34695	34775	80
34815	34835	20
35175	35205	30
35285	35295	10
35364	35434	70
35444	35494	50
35664	35694	30
37373	37383	10
37493	37513	20
37573	37593	20
37643	37673	30
37693	37723	30
37923	37943	20
38113	38123	10
38243	38343	100
38383	38433	50
38793	38812	20
38902	38922	20
38962	39012	50
39032	39072	40
39122	39162	40
39182	39202	20
39332	39362	30
39382	39412	30
39432	39482	50
39542	39562	20
39722	39732	10
41151	41241	90
41281	41321	40
41381	41401	20
41431	41451	20
41511	41531	20
41551	41571	20
41661	41681	20
41751	41771	20
42890	42910	20
43090	43140	50
43160	43180	20
43200	43230	30
43240	43270	30
43850	43930	80
43950	43969	20
44079	44089	10
44159	44179	20
44229	44249	20
44309	44359	50
44579	44599	20
44619	44679	60
44779	44789	10
45239	45269	30
45499	45519	20
46348	46378	30
48327	48357	30
48377	48397	20
48427	48457	30
48587	48607	20
48867	48887	20
48947	48967	20
48977	49017	40
49077	49097	20
49136	49156	20
49196	49216	20
49306	49326	20
49546	49566	20
49626	49686	60
49706	49756	50
50386	50406	20
50426	50456	30
50556	50586	30
50905	50955	50
51535	51555	20
51625	51645	20
51885	51915	30
52525	52554	30
52674	52694	20
52894	52924	30
53254	53274	20
53864	53884	20
54333	54423	90
54493	54503	10
54523	54553	30
54603	54613	10
55113	55123	10
55353	55403	50
55473	55533	60
56572	56582	10
56862	56882	20
56942	57002	60
57012	57042	30
57132	57152	20
57372	57392	20
57432	57462	30
57522	57572	50
57592	57612	20
58071	58091	20
58111	58141	30
58311	58371	60
58761	58821	60
58841	58871	30
58981	59001	20
59660	59670	10
60190	60220	30
60530	60560	30
60880	60910	30
61060	61090	30
61100	61110	10
61539	61559	20
61839	61859	20
62009	62039	30
62579	62609	30
62789	62809	20
62928	62968	40
63078	63088	10
63118	63138	20
63258	63278	20
63328	63358	30
64218	64228	10
64707	64827	120
64857	64867	10
64877	64977	100
64997	65027	30
65077	65097	20
65257	65327	70
65337	65377	40
65387	65397	10
65477	65507	30
65547	65557	10
65827	65917	90
65927	65967	40
65977	66077	100
66117	66137	20
66526	66716	190
66726	66746	20
66926	66956	30
67156	67166	10
67316	67356	40
67736	67756	20
70174	70234	60
70294	70324	30
70354	70404	50
70424	70434	10
70464	70494	30
70804	70824	20
71464	71503	40
71583	71593	10
71603	71623	20
71673	71703	30
72493	72523	30
72693	72723	30
75471	75521	50
