Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
25	35	10
1154	1174	20
1184	1214	30
1704	1754	50
1834	1854	20
1884	1904	20
2034	2054	20
2064	2104	40
2124	2174	50
3073	3103	30
3783	3813	30
3983	3993	10
4532	4582	50
4792	4852	60
5132	5152	20
5322	5392	70
5692	5712	20
5722	5742	20
5972	5982	10
6042	6061	20
6131	6141	10
6231	6331	100
6391	6411	20
6521	6541	20
6721	6751	30
7051	7091	40
7281	7321	40
7411	7431	20
8160	8180	20
8270	8300	30
8710	8740	30
9010	9060	50
9090	9130	40
9280	9320	40
9340	9350	10
9400	9430	30
9669	9699	30
9739	9769	30
9779	9859	80
9939	9959	20
10119	10149	30
10169	10199	30
10219	10249	30
10289	10309	20
10679	10699	20
10709	10729	20
10759	10769	10
10849	10869	20
11468	11498	30
11988	12018	30
12608	12628	20
12918	12928	10
13547	13557	10
14427	14497	70
14517	14537	20
14996	15006	10
16365	16425	60
16435	16485	50
16505	16535	30
16555	16575	20
17055	17115	60
17175	17195	20
17235	17265	30
17305	17325	20
17465	17495	30
17865	17885	20
17975	17995	20
18015	18025	10
18035	18045	10
18184	18204	20
18394	18424	30
18464	18484	20
19424	19454	30
19764	19784	20
21263	21293	30
21363	21423	60
21453	21473	20
21622	21642	20
21902	21962	60
22032	22062	30
22082	22112	30
22192	22222	30
22242	22262	20
22322	22342	20
22492	22552	60
22742	22772	30
22922	22982	60
23022	23042	20
23202	23271	70
23921	23941	20
23971	23991	20
24411	24461	50
24471	24491	20
24691	24721	30
26020	26050	30
26150	26180	30
28359	28398	40
28438	28478	40
28488	28508	20
28938	28968	30
29008	29038	30
29648	29678	30
29718	29768	50
29798	29808	10
30217	30247	30
30557	30577	20
30927	30947	20
31027	31037	10
31317	31367	50
31557	31577	20
33206	33316	110
33396	33416	20
33426	33446	20
33575	33595	20
33765	33815	50
33845	33865	20
33905	33935	30
33995	34035	40
34115	34135	20
34175	34195	20
34485	34515	30
34525	34555	30
34775	34795	20
34925	34965	40
34985	35015	30
35554	35594	40
35794	35814	20
35854	35884	30
36014	36024	10
36164	36174	10
36634	36664	30
36874	36894	20
37143	37163	20
37213	37233	20
37273	37293	20
37463	37483	20
38093	38103	10
38293	38313	20
38623	38643	20
40322	40362	40
40401	40421	20
42240	42250	10
42630	42690	60
42790	42810	20
43150	43220	70
43290	43310	20
43340	43360	20
43530	43550	20
44149	44169	20
44299	44319	20
44329	44339	10
44369	44389	20
44399	44409	10
44759	44789	30
45039	45069	30
45329	45349	20
46888	46918	30
46948	46978	30
46998	47018	20
47048	47088	40
47347	47367	20
47417	47457	40
47477	47517	40
47587	47597	10
48157	48187	30
48197	48237	40
48257	48277	20
48287	48327	40
48857	48877	20
49516	49556	40
49616	49656	40
49686	49706	20
49916	49986	70
50036	50096	60
50506	50536	30
50556	50586	30
50636	50666	30
50965	50995	30
51265	51295	30
51355	51395	40
51625	51655	30
51815	51825	10
52305	52335	30
53094	53114	20
54124	54153	30
54223	54263	40
55153	55163	10
56722	56772	50
56792	56822	30
57212	57242	30
57362	57382	20
57522	57542	20
57711	57751	40
57941	57961	20
57981	58001	20
58091	58131	40
58141	58181	40
58221	58241	20
58271	58301	30
58321	58331	10
58501	58521	20
58711	58721	10
59151	59171	20
59410	59430	20
59830	59850	20
60180	60200	20
60480	60520	40
61049	61059	10
61269	61299	30
61479	61499	20
61639	61659	20
62199	62249	50
62269	62319	50
62359	62389	30
62738	62758	20
64068	64118	50
64198	64248	50
64507	64527	20
64567	64637	70
64657	64677	20
65207	65237	30
65257	65277	20
65347	65367	20
65447	65467	20
65967	65977	10
66236	66296	60
66686	66746	60
66826	66846	20
66886	66906	20
66956	66996	40
67016	67036	20
67066	67076	10
67186	67206	20
67236	67256	20
67826	67856	30
68105	68155	50
69674	69704	30
69724	69744	20
69764	69784	20
69824	69864	40
70164	70174	10
70594	70614	20
71084	71094	10
71333	71363	30
71673	71733	60
72353	72393	40
72473	72503	30
75041	75061	20
75181	75221	40
75301	75321	20
76041	76061	20
77600	77620	20
