Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
285	305	20
395	405	10
425	585	160
954	974	20
1054	1144	90
1164	1194	30
1214	1304	90
1484	1514	30
1924	1954	30
2084	2114	30
2214	2254	40
2274	2294	20
2593	2623	30
3693	3713	20
3723	3773	50
3813	3833	20
3853	3863	10
3883	3893	10
4352	4382	30
4562	4582	20
4592	4642	50
4652	4662	10
4682	4692	10
4882	4912	30
5042	5062	20
5222	5242	20
5372	5382	10
7101	7121	20
7960	7970	10
8260	8360	100
8380	8390	10
8400	8460	60
8510	8520	10
8670	8690	20
8830	8890	60
8900	8910	10
8940	8950	10
8960	8980	20
9070	9090	20
9200	9230	30
9359	9369	10
9539	9579	40
9869	10029	160
10039	10079	40
10089	10099	10
10249	10269	20
10359	10459	100
10529	10539	10
10559	10599	40
10619	10649	30
10729	10749	20
10769	10819	50
10949	10959	10
11228	11258	30
11528	11538	10
11648	11668	20
11968	11988	20
12398	12418	20
12548	12568	20
12817	12847	30
12897	12947	50
13297	13337	40
13967	13987	20
14546	14556	10
15636	15706	70
15866	15886	20
16036	16046	10
16285	16315	30
16595	16615	20
16825	16845	20
17025	17045	20
17285	17305	20
17415	17495	80
17515	17595	80
17615	17635	20
18544	18614	70
18634	18674	40
18694	18704	10
18824	18834	10
19054	19074	20
19244	19264	20
19563	19593	30
19993	20003	10
20153	20183	30
20563	20573	10
20823	20863	40
21322	21342	20
21452	21462	10
21572	21602	30
21852	21872	20
22142	22172	30
22312	22332	20
22462	22482	20
24311	24331	20
24461	24481	20
24520	24530	10
24600	24610	10
24720	24740	20
24890	24980	90
24990	25020	30
25030	25070	40
25100	25140	40
25160	25200	40
25410	25440	30
25620	25650	30
26369	26439	70
26499	26509	10
26629	26649	20
26859	26889	30
26989	27009	20
27049	27089	40
27119	27139	20
27319	27359	40
27609	27649	40
28318	28328	10
28488	28508	20
29018	29038	20
29907	29927	20
30957	30967	10
31227	31257	30
31396	31436	40
31556	31576	20
31606	31616	10
31746	31776	30
32046	32056	10
32236	32246	10
32366	32386	20
32576	32596	20
32606	32616	10
32975	33085	110
33095	33105	10
33115	33135	20
33155	33175	20
33185	33195	10
33205	33235	30
33555	33615	60
33785	33805	20
33825	33895	70
33975	33995	20
34075	34095	20
34535	34555	20
35414	35424	10
35764	35794	30
36633	36683	50
36713	36723	10
36793	36813	20
36933	36963	30
37053	37083	30
37393	37423	30
37443	37483	40
37603	37633	30
38252	38272	20
38292	38302	10
38312	38362	50
38492	38512	20
38562	38572	10
38642	38662	20
38702	38712	10
39002	39042	40
39202	39232	30
39412	39442	30
39552	39572	20
39582	39622	40
39741	39761	20
39771	39791	20
40071	40091	20
40171	40211	40
40571	40601	30
40731	40771	40
42550	42580	30
42990	43020	30
44179	44199	20
44369	44399	30
44519	44529	10
44709	44719	10
44788	44878	90
44898	44918	20
44948	44958	10
44968	44988	20
45718	45728	10
46088	46168	80
46208	46268	60
46358	46388	30
46547	46607	60
46617	46637	20
46657	46727	70
46787	46807	20
47007	47037	30
47507	47547	40
47667	47677	10
48077	48087	10
48386	48416	30
48446	48476	30
48626	48646	20
49236	49246	10
49426	49446	20
49636	49676	40
49875	49895	20
50765	50865	100
50895	50915	20
50925	50955	30
50985	50995	10
51105	51125	20
51145	51165	20
51305	51325	20
51514	51564	50
51574	51604	30
51614	51634	20
51644	51654	10
51714	51734	20
52424	52454	30
52554	52614	60
52644	52664	20
52674	52704	30
52724	52744	20
52764	52794	30
53773	53813	40
54343	54353	10
54643	54673	30
55002	55012	10
55252	55272	20
55482	55492	10
58240	58280	40
58540	58580	40
59200	59240	40
59260	59310	50
59330	59430	100
59490	59520	30
60469	60509	40
60759	60799	40
61139	61149	10
61439	61459	20
61589	61708	120
61718	61758	40
61768	61808	40
62398	62428	30
62438	62488	50
62508	62568	60
62738	62818	80
62838	62878	40
62898	62928	30
62978	62988	10
63018	63048	30
63158	63178	20
63657	63677	20
65776	65906	130
65916	65986	70
65996	66006	10
66086	66116	30
66276	66286	10
66376	66466	90
66496	66516	20
66526	66546	20
66556	66576	20
67075	67085	10
67445	67465	20
67585	67615	30
67625	67695	70
67705	67715	10
67725	67745	20
68085	68105	20
68275	68295	20
68315	68354	40
68484	68494	10
68614	68624	10
68794	68834	40
69074	69094	20
69414	69434	20
69884	69964	80
70113	70173	60
70543	70563	20
70863	70873	10
71633	71653	20
71703	71732	30
72002	72032	30
72832	72862	30
72952	72982	30
75470	75500	30
75640	75660	20
