event_type	start_time	end_time	duration	saccade_amplitude
Saccade	25	35	10	
Fixation	35	195	160	
Fixation	275	545	270	
Fixation	585	695	110	
Fixation	735	984	250	
Fixation	1004	1134	130	
Saccade	1154	1174	20	
Saccade	1184	1214	30	
Saccade	1704	1754	50	
Saccade	1834	1854	20	
Saccade	1884	1904	20	
Saccade	2034	2054	20	
Saccade	2064	2104	40	
Saccade	2124	2174	50	
Fixation	2304	2404	100	
Fixation	2534	2783	250	
Fixation	2803	2953	150	
Fixation	2973	3073	100	
Saccade	3073	3103	30	
Fixation	3203	3313	110	
Fixation	3333	3463	130	
Fixation	3483	3723	240	
Saccade	3783	3813	30	
Fixation	3813	3983	170	
Saccade	3983	3993	10	1.52
Fixation	3993	4133	140	
Fixation	4183	4362	180	
Saccade	4532	4582	50	
Fixation	4582	4712	130	
Saccade	4792	4852	60	
Fixation	4872	5062	190	
Saccade	5132	5152	20	
Fixation	5172	5262	90	
Saccade	5322	5392	70	
Fixation	5432	5552	120	
Fixation	5572	5672	100	
Saccade	5692	5712	20	
Saccade	5722	5742	20	
Fixation	5822	5972	150	
Saccade	5972	5982	10	
Saccade	6042	6061	20	
Saccade	6131	6141	10	
Fixation	6141	6231	90	
Saccade	6231	6331	100	
Saccade	6391	6411	20	
Fixation	6411	6521	110	
Saccade	6521	6541	20	2.49
Fixation	6541	6721	180	
Saccade	6721	6751	30	
Fixation	6821	7011	190	
Saccade	7051	7091	40	
Fixation	7091	7171	80	
Fixation	7191	7281	90	
Saccade	7281	7321	40	8.49
Fixation	7321	7411	90	
Saccade	7411	7431	20	
Fixation	7471	7621	150	
Fixation	7751	7900	150	
Fixation	7920	8160	240	
Saccade	8160	8180	20	
Saccade	8270	8300	30	
Fixation	8300	8480	180	
Fixation	8500	8710	210	
Saccade	8710	8740	30	7.1
Fixation	8740	8860	120	
Fixation	8900	9010	110	
Saccade	9010	9060	50	
Saccade	9090	9130	40	
Fixation	9130	9280	150	
Saccade	9280	9320	40	
Saccade	9340	9350	10	
Saccade	9400	9430	30	
Fixation	9470	9669	200	
Saccade	9669	9699	30	
Saccade	9739	9769	30	
Saccade	9779	9859	80	
Fixation	9859	9939	80	
Saccade	9939	9959	20	
Fixation	10019	10119	100	
Saccade	10119	10149	30	
Saccade	10169	10199	30	
Saccade	10219	10249	30	
Saccade	10289	10309	20	
Fixation	10309	10549	240	
Fixation	10569	10679	110	
Saccade	10679	10699	20	
Saccade	10709	10729	20	
Saccade	10759	10769	10	
Saccade	10849	10869	20	
Fixation	10869	11019	150	
Fixation	11039	11248	210	
Fixation	11288	11398	110	
Saccade	11468	11498	30	
Fixation	11568	11948	380	
Saccade	11988	12018	30	
Fixation	12018	12118	100	
