start_time	end_time	Block	Grid	IFU	Single Shape
0.275	1.414	1600.0	1600.0	964.3	1600.0
2.593	2.873	699.2	486.6	0.0	1600.0
2.883	3.193	803.3	588.3	72.6	1600.0
3.213	3.663	844.5	567.5	0.0	1600.0
3.703	3.793	785.9	504.2	0.0	1600.0
3.933	4.572	895.2	555.1	0.0	1600.0
4.582	5.142	951.6	574.7	0.0	1600.0
5.152	5.432	908.9	561.9	0.0	1600.0
5.462	5.782	811.9	654.4	0.0	1600.0
5.792	6.621	858.8	586.9	0.0	1600.0
6.701	7.77	923.9	592.4	0.0	1600.0
7.79	8.21	1600.0	140.4	291.8	1600.0
8.24	8.44	1600.0	67.5	350.8	1600.0
8.52	8.59	1600.0	0.0	916.0	1600.0
8.85	10.589	1600.0	0.0	409.8	36.9
10.599	11.318	885.0	433.5	17.9	1600.0
11.438	11.518	0.0	1600.0	706.0	389.5
11.538	11.758	78.3	1600.0	675.5	178.5
12.028	12.258	0.0	1600.0	1061.8	396.2
12.288	12.488	0.0	1600.0	873.7	81.1
12.538	12.718	19.4	1600.0	789.6	119.4
12.738	13.037	0.0	1600.0	822.9	139.0
13.047	13.197	0.0	1600.0	844.1	87.2
13.277	13.457	0.0	1600.0	829.1	255.4
13.467	13.857	0.0	1600.0	868.4	189.0
13.887	14.017	0.0	1600.0	925.3	217.8
14.047	14.237	0.0	1600.0	954.8	325.0
14.257	14.457	0.0	1600.0	966.2	202.1
14.517	14.956	0.0	1600.0	812.5	290.4
14.986	15.306	0.0	1600.0	844.8	434.4
15.446	15.966	0.0	1600.0	980.9	269.8
16.016	16.445	148.0	1600.0	1315.5	87.7
17.025	17.225	53.2	1600.0	1109.0	1600.0
17.245	17.855	0.0	1600.0	1022.0	1600.0
17.865	18.044	171.0	1600.0	552.2	1600.0
18.064	18.554	770.8	622.3	35.8	1600.0
18.814	19.154	1600.0	23.7	343.7	1600.0
19.174	19.364	1600.0	9.2	573.7	1600.0
19.434	19.604	1600.0	172.6	1180.9	1600.0
19.634	19.803	1600.0	126.1	1107.4	1600.0
19.863	19.973	1600.0	45.7	1061.0	1600.0
19.993	21.023	1600.0	0.0	515.2	458.0
21.253	21.343	503.7	1093.2	289.7	310.8
21.393	21.462	268.3	1600.0	513.2	390.6
21.632	21.812	138.2	1600.0	652.4	1600.0
22.122	22.502	0.0	1600.0	1166.2	633.6
22.532	22.782	0.0	1600.0	1003.0	407.5
22.802	22.942	0.0	1600.0	923.6	279.6
22.962	23.221	0.0	1600.0	860.9	180.3
23.251	23.721	29.0	1600.0	789.4	100.2
23.741	24.041	20.0	1600.0	902.0	101.3
24.111	25.12	0.0	1600.0	893.9	140.1
25.14	25.27	0.0	1600.0	905.9	124.0
25.38	25.74	94.9	1600.0	711.0	0.0
25.79	25.94	344.4	1600.0	387.0	229.0
26.0	26.37	805.9	585.8	0.0	793.2
26.699	26.809	312.1	1600.0	527.0	1600.0
26.829	27.019	232.0	1600.0	1600.0	1600.0
27.269	28.738	0.0	1600.0	1045.4	1600.0
28.748	28.878	1600.0	288.5	1.0	1600.0
29.248	29.398	1600.0	64.0	295.6	1600.0
29.458	29.648	1600.0	714.3	13.9	1600.0
29.868	29.988	1600.0	638.2	0.0	1600.0
30.008	30.837	1600.0	632.3	0.0	1600.0
30.867	31.117	1600.0	599.4	0.0	1600.0
31.157	31.257	1600.0	617.7	0.0	1600.0
31.277	31.517	1600.0	680.2	0.0	1600.0
31.547	31.776	1600.0	444.3	2.0	1600.0
31.806	31.926	1600.0	153.7	283.2	1600.0
32.036	32.196	1600.0	0.0	547.4	1600.0
32.276	32.356	1600.0	0.0	598.4	71.6
32.676	33.146	1600.0	358.8	72.0	1600.0
33.276	33.465	1600.0	619.8	0.0	322.0
33.505	33.605	1600.0	405.1	0.0	34.9
33.625	33.815	1600.0	548.4	0.0	42.7
33.895	34.105	1122.7	359.0	35.0	187.1
34.175	34.305	838.6	675.5	5.0	23.5
34.325	34.425	778.9	738.0	0.0	46.0
34.445	34.565	816.8	697.1	0.0	144.7
34.665	34.905	473.3	1600.0	261.0	96.3
34.995	35.324	242.6	1600.0	516.9	248.2
35.584	35.704	0.0	1600.0	1129.6	535.1
35.744	35.904	0.0	1600.0	1063.6	570.1
36.124	36.334	0.0	1600.0	1000.0	585.1
36.364	36.524	8.5	1600.0	915.9	568.9
36.544	36.784	0.0	1600.0	852.6	420.8
36.963	37.333	0.0	1600.0	830.6	331.5
37.343	37.443	0.0	1600.0	816.6	320.9
37.593	37.683	0.0	1600.0	900.0	345.4
37.703	37.823	0.0	1600.0	886.4	407.6
37.923	37.993	0.0	1600.0	912.1	335.5
38.213	38.293	0.0	1600.0	1065.9	466.8
38.333	38.463	0.0	1600.0	984.9	512.7
38.483	38.652	0.0	1600.0	1049.2	576.2
38.722	38.892	0.0	1600.0	932.1	269.4
38.912	39.062	0.0	1600.0	974.6	344.1
39.072	39.292	0.0	1600.0	1036.8	403.1
39.352	39.482	0.0	1600.0	816.1	318.0
39.812	40.072	0.0	1600.0	851.1	393.9
40.212	40.451	0.0	1600.0	845.6	218.3
40.491	40.591	19.2	1600.0	718.3	248.6
40.611	40.711	9.0	1600.0	713.8	200.8
40.911	41.131	13.3	1600.0	710.5	184.1
41.351	41.761	258.5	1600.0	593.5	51.0
41.841	41.931	182.4	1600.0	636.0	90.9
42.19	42.46	173.9	1600.0	583.8	247.5
42.5	42.65	415.6	960.4	316.1	563.6
42.83	43.09	485.3	843.2	249.0	643.1
43.33	43.47	357.3	1600.0	397.7	1600.0
43.49	43.62	211.5	1600.0	570.6	1600.0
43.979	44.339	1600.0	626.8	0.0	1600.0
44.659	44.969	1600.0	105.1	441.0	1600.0
45.039	45.179	1600.0	25.9	911.5	1600.0
45.299	45.578	1600.0	0.0	619.6	1600.0
45.608	46.048	1600.0	244.6	155.3	1600.0
46.088	46.288	1600.0	551.9	0.0	306.8
46.388	46.458	1600.0	857.6	15.0	328.6
46.468	46.558	1600.0	747.3	0.0	168.3
46.578	46.698	880.7	725.9	0.0	1600.0
46.708	46.778	780.1	811.8	5.1	1600.0
47.078	47.207	794.0	680.6	15.0	55.6
47.227	47.837	231.5	1600.0	516.0	116.7
48.177	48.277	51.2	1600.0	1148.7	590.3
48.397	48.557	34.2	1600.0	988.8	456.9
48.567	48.727	0.0	1600.0	826.9	304.8
48.767	48.976	43.4	1600.0	730.6	389.3
48.996	49.086	0.0	1600.0	795.8	364.7
49.116	49.236	0.0	1600.0	636.5	244.1
49.366	50.226	811.0	627.7	0.0	607.0
50.356	50.675	369.3	1600.0	381.3	366.5
50.795	51.015	28.8	1600.0	1013.5	1600.0
51.195	52.594	0.0	1600.0	954.3	1600.0
52.624	52.804	1600.0	484.4	0.0	1600.0
53.274	53.344	1600.0	96.5	275.2	1600.0
53.394	53.654	1600.0	577.1	0.0	1600.0
53.674	53.964	1600.0	553.7	0.0	1600.0
53.994	54.303	1600.0	708.2	2.2	1600.0
54.313	54.483	943.0	619.4	0.0	1600.0
54.493	54.573	1600.0	578.0	0.0	1600.0
54.713	54.843	1600.0	691.5	0.0	1600.0
54.983	55.213	1600.0	555.4	0.0	1600.0
55.223	55.393	1600.0	550.6	0.0	1600.0
55.433	55.693	1600.0	351.1	78.0	1600.0
55.713	55.972	1600.0	0.0	618.8	1600.0
55.982	56.192	1600.0	0.0	649.7	1600.0
56.452	57.312	1600.0	37.0	943.3	0.0
57.491	57.831	1056.4	359.9	24.0	223.6
57.961	58.491	12.5	1600.0	677.0	474.6
58.731	58.811	29.7	1600.0	1198.9	686.4
58.841	59.031	0.0	1600.0	948.2	515.8
59.051	59.23	0.0	1600.0	852.3	419.6
59.27	59.54	133.1	1600.0	541.0	67.4
59.58	59.68	350.6	1600.0	361.6	117.6
59.7	60.19	203.6	1600.0	531.0	30.6
60.23	60.4	37.3	1600.0	665.5	390.4
60.52	60.969	98.3	1600.0	1263.1	1600.0
61.179	62.069	0.0	1600.0	862.3	1600.0
62.209	62.369	779.3	586.3	0.0	1600.0
62.559	62.628	1600.0	462.4	711.2	1600.0
62.718	62.788	1600.0	172.6	479.2	1600.0
63.008	63.078	1600.0	45.5	470.1	1600.0
63.138	63.298	1600.0	0.0	459.8	1600.0
63.368	63.548	1600.0	60.8	1055.3	1600.0
63.588	63.718	1600.0	135.3	1600.0	1600.0
63.738	64.108	1600.0	161.2	1600.0	1600.0
64.208	64.927	1600.0	0.0	1600.0	19.3
65.027	65.187	1600.0	0.0	651.4	125.3
65.207	65.627	1600.0	162.8	195.0	332.1
65.967	66.206	1600.0	533.8	9.2	170.7
66.226	66.396	1600.0	573.7	0.0	122.5
66.436	66.506	1600.0	413.3	12.0	11.7
66.516	66.826	945.1	507.7	0.0	24.7
67.006	67.366	90.4	1600.0	609.3	325.9
67.676	67.805	0.0	1600.0	1022.0	551.9
67.825	67.935	75.6	1600.0	1102.5	649.8
67.985	68.475	0.0	1600.0	872.2	431.3
68.585	68.755	0.0	1600.0	817.8	341.3
68.835	69.075	12.7	1600.0	767.0	235.7
69.095	69.375	6.7	1600.0	765.0	220.5
69.604	69.734	234.1	1600.0	612.9	0.0
69.854	70.054	46.3	1600.0	1012.9	478.8
70.314	70.484	0.0	1600.0	1109.9	678.8
70.514	70.714	0.0	1600.0	924.9	562.3
70.744	70.904	0.0	1600.0	826.8	382.1
