Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
55	75	20
405	425	20
685	705	20
864	894	30
1234	1254	20
1314	1374	60
1664	1694	30
1734	1774	40
2134	2164	30
2174	2194	20
2264	2284	20
2304	2314	10
2354	2374	20
2434	2464	30
2773	2793	20
2833	2853	20
3163	3223	60
4242	4272	30
4862	4902	40
5012	5032	20
5102	5122	20
5222	5242	20
5332	5362	30
5672	5702	30
5772	5792	20
6201	6221	20
6241	6251	10
6281	6291	10
6871	6901	30
6931	6951	20
6971	7041	70
7940	7990	50
8090	8110	20
8130	8160	30
8220	8280	60
8310	8350	40
8360	8410	50
8510	8530	20
8560	8580	20
8850	8870	20
9050	9080	30
9180	9200	20
9210	9240	30
9280	9329	50
10159	10229	70
10279	10299	20
10589	10599	10
10829	10849	20
11618	11688	70
13697	13727	30
13877	13917	40
14237	14267	30
14596	14626	30
15096	15186	90
15296	15326	30
15336	15386	50
15396	15446	50
15566	15636	70
15766	15816	50
15856	15876	20
15906	15926	20
16095	16145	50
16995	17015	20
17395	17415	20
17475	17495	20
17545	17575	30
17685	17734	50
17834	17874	40
17894	17944	50
17984	18024	40
18514	18574	60
18614	18644	30
18714	18744	30
19553	19573	20
19673	19693	20
19703	19723	20
19733	19813	80
19993	20013	20
20093	20113	20
20133	20173	40
20213	20243	30
20353	20373	20
20733	20773	40
21023	21073	50
21122	21162	40
21502	21532	30
21552	21582	30
22202	22242	40
22542	22572	30
23001	23041	40
23681	23731	50
26130	26149	20
26359	26429	70
26459	26489	30
26529	26579	50
26759	26779	20
26849	26869	20
27069	27119	50
27129	27149	20
27169	27189	20
27199	27209	10
27239	27249	10
27269	27319	50
27429	27469	40
27769	27789	20
28048	28068	20
28258	28278	20
28498	28548	50
28778	28828	50
29028	29038	10
29298	29338	40
29597	29627	30
29967	30007	40
30137	30167	30
30387	30447	60
30677	30707	30
30887	30927	40
31087	31177	90
31196	31246	50
31476	31546	70
31626	31656	30
31726	31746	20
31856	31916	60
31986	31996	10
32236	32266	30
32416	32466	50
32756	32816	60
33005	33035	30
33275	33315	40
33485	33525	40
34235	34255	20
34505	34544	40
35394	35424	30
35534	35564	30
36014	36034	20
36224	36253	30
36873	36923	50
37023	37043	20
37193	37213	20
37273	37293	20
37363	37403	40
37443	37463	20
37553	37633	80
37703	37743	40
37763	37813	50
37833	37843	10
37992	38012	20
38052	38072	20
38152	38182	30
38792	38812	20
40161	40271	110
40341	40381	40
40671	40691	20
40851	40941	90
41031	41041	10
41051	41081	30
41131	41151	20
41770	41790	20
41810	41880	70
42000	42010	10
42100	42150	50
42450	42480	30
42580	42590	10
42660	42690	30
42780	42800	20
42950	42970	20
43569	43589	20
43849	43879	30
44079	44099	20
44678	44728	50
45228	45248	20
45258	45278	20
45318	45338	20
45468	45518	50
45618	45638	20
45678	45708	30
45768	45788	20
45978	45998	20
46567	46647	80
46787	46807	20
46847	46867	20
47057	47087	30
47347	47367	20
48466	48496	30
49536	49546	10
49696	49715	20
49885	49915	30
49935	49975	40
49985	50005	20
50035	50065	30
50355	50415	60
50675	50685	10
51005	51025	20
51285	51315	30
51335	51375	40
51434	51494	60
52064	52104	40
52904	52934	30
53353	53373	20
53803	53823	20
54203	54223	20
54373	54423	50
54942	54962	20
55502	55562	60
55752	55782	30
55802	55832	30
56032	56042	10
56671	56781	110
56841	56881	40
56891	56901	10
56921	56941	20
56961	56991	30
57141	57201	60
57221	57241	20
57341	57361	20
57521	57611	90
57821	57841	20
57971	57991	20
58041	58061	20
58081	58160	80
58670	58760	90
58790	58800	10
58820	58850	30
58860	58890	30
59190	59230	40
59290	59310	20
59330	59340	10
60139	60169	30
61079	61099	20
62118	62128	10
62718	62808	90
62818	62848	30
62868	62888	20
62948	62958	10
63108	63138	30
63307	63327	20
63547	63557	10
63807	63827	20
63957	63987	30
64517	64537	20
64737	64777	40
64996	65056	60
66106	66116	10
66456	66476	20
66685	66715	30
66895	66935	40
67395	67425	30
67465	67485	20
67635	67655	20
67765	67855	90
67895	67925	30
67945	67955	10
68005	68025	20
68294	68344	50
68394	68414	20
68484	68514	30
68534	68564	30
68584	68624	40
68664	68684	20
69164	69194	30
69484	69524	40
69654	69684	30
70783	70843	60
70893	70913	20
70923	70973	50
70983	71013	30
71043	71083	40
71233	71253	20
71273	71293	20
71333	71353	20
71393	71443	50
71463	71483	20
71692	71722	30
71932	72042	110
72082	72122	40
72142	72192	50
72212	72252	40
72272	72302	30
72832	72852	20
73002	73022	20
73112	73132	20
73331	73381	50
74881	74931	50
75070	75090	20
75220	75250	30
75620	75650	30
75940	75960	20
76160	76200	40
76490	76510	20
76649	76679	30
76929	76959	30
77459	77489	30
77669	77709	40
78109	78139	30
79398	79478	80
79488	79508	20
79518	79528	10
79568	79628	60
80167	80197	30
81267	81277	10
81906	81926	20
82166	82236	70
82276	82296	20
82306	82346	40
82486	82516	30
83365	83395	30
83895	83915	20
84015	84045	30
84065	84115	50
84155	84175	20
84195	84205	10
84235	84255	20
84275	84305	30
84315	84335	20
84355	84375	20
84995	85015	20
85684	85784	100
87183	87213	30
87233	87263	30
87293	87373	80
87403	87423	20
87443	87463	20
87483	87523	40
87643	87663	20
87683	87703	20
87743	87763	20
88013	88023	10
