Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]
425	465	40
1174	1204	30
1284	1304	20
1364	1404	40
1614	1694	80
1774	1814	40
1844	1874	30
1974	1984	10
2234	2254	20
2793	2813	20
2923	2953	30
3543	3573	30
4732	4802	70
4812	4822	10
4882	4902	20
5002	5012	10
5172	5182	10
6521	6551	30
6591	6631	40
6711	6791	80
6941	6971	30
7001	7011	10
8110	8170	60
8210	8230	20
8440	8450	10
8630	8680	50
8920	8940	20
9120	9130	10
9210	9230	20
9579	9599	20
9709	9729	20
9739	9749	10
9899	9909	10
9989	10009	20
10389	10419	30
10429	10459	30
10709	10759	50
10889	10919	30
10959	10979	20
11128	11158	30
11218	11238	20
11438	11458	20
11708	11738	30
11778	11798	20
12687	12717	30
13027	13057	30
13217	13267	50
13467	13497	30
14167	14197	30
14536	14546	10
15056	15086	30
15226	15276	50
15326	15336	10
15896	15936	40
17515	17595	80
18224	18234	10
18424	18464	40
18524	18554	30
18564	18584	20
18774	18844	70
19044	19064	20
19084	19144	60
19164	19174	10
19224	19234	10
19424	19434	10
20163	20183	20
20803	20833	30
20893	20913	20
22052	22062	10
22352	22372	20
22562	22582	20
22602	22622	20
22861	22881	20
22931	22971	40
23061	23071	10
23351	23381	30
23421	23441	20
23511	23521	10
23891	23981	90
24531	24550	20
24810	24840	30
24910	24930	20
25060	25080	20
25190	25240	50
25260	25300	40
25630	25650	20
25690	25740	50
26539	26629	90
27169	27199	30
27369	27389	20
27409	27419	10
27849	27879	30
28488	28548	60
28958	28978	20
29058	29078	20
29388	29398	10
30077	30087	10
30097	30117	20
30207	30247	40
30507	30517	10
31316	31346	30
31976	32016	40
32576	32606	30
32656	32676	20
32796	32816	20
33155	33185	30
33375	33395	20
33485	33505	20
33565	33575	10
33625	33635	10
33735	33765	30
34305	34315	10
34874	34904	30
34944	35034	90
35124	35134	10
35154	35184	30
35264	35324	60
35464	35494	30
35694	35724	30
35784	35794	10
35924	35954	30
36214	36234	20
36743	36753	10
36913	36943	30
37163	37183	20
37363	37393	30
40371	40431	60
40451	40471	20
40511	40531	20
40861	40891	30
41161	41191	30
41341	41361	20
42620	42640	20
43010	43080	70
43139	43149	10
43169	43179	10
43889	43979	90
44009	44029	20
44509	44599	90
44649	44669	20
44709	44729	20
45058	45088	30
45198	45238	40
45588	45638	50
46078	46138	60
46378	46418	40
46538	46548	10
46557	46587	30
46637	46697	60
47577	47597	20
47827	47837	10
48636	48656	20
48676	48726	50
49026	49036	10
49146	49196	50
49246	49266	20
49396	49416	20
50135	50165	30
50305	50335	30
50545	50555	10
50835	50875	40
51025	51055	30
51075	51145	70
51205	51225	20
51255	51285	30
52084	52124	40
53204	53224	20
53933	53953	20
54193	54213	20
54753	54773	20
55462	55482	20
55542	55592	50
55622	55672	50
55712	55742	30
55842	55862	20
55892	55942	50
56032	56042	10
56112	56172	60
56182	56202	20
56312	56332	20
56372	56392	20
56412	56422	10
56472	56492	20
56622	56642	20
56841	56861	20
57601	57621	20
57831	57851	20
58370	58400	30
58510	58530	20
59290	59380	90
59690	59710	20
59730	59780	50
59910	59920	10
61649	61679	30
61838	61888	50
61918	61938	20
61978	61998	20
62238	62258	20
62378	62398	20
62588	62618	30
62638	62668	30
62728	62758	30
62958	62978	20
62988	63008	20
63338	63398	60
63817	63857	40
63877	63927	50
63937	63987	50
64007	64037	30
64067	64087	20
64147	64187	40
64197	64217	20
64557	64587	30
65077	65106	30
65716	65756	40
65916	65936	20
66076	66096	20
66346	66356	10
68185	68205	20
68345	68365	20
68425	68455	30
68494	68514	20
68724	68794	70
68984	69004	20
69044	69104	60
69124	69134	10
69174	69194	20
69204	69214	10
69244	69274	30
69574	69624	50
69684	69704	20
69924	69944	20
69984	69994	10
70303	70323	20
70493	70513	20
70563	70583	20
71773	71803	30
72562	72572	10
72662	72682	20
73571	73611	40
73671	73691	20
73711	73731	20
73841	73871	30
74151	74181	30
74211	74241	30
74261	74291	30
74341	74371	30
74391	74411	20
